year,exam,question,option1,option2,option3,option4,option5,correct
2024,bir,116. El gen CHD7 implicado en el Síndrome de CHARGE se localiza en la  región cromosómica:,1. 8q12.,2. 18q12.,3. 8p12.,4. 8q34.,,1
2024,bir,117. La anemia falciforme es una enfermedad:,1. Autosómica dominante.,2. Autosómica recesiva.,3. Ligada al cromosoma X dominante.,4. Ligada al cromosoma X recesiva.,,2
2024,bir,"118. Se separan por electroforesis fragmentos de ADN de 500, 1.000 y 2.000 pares de bases (pbs) de longitud. ¿Qué fragmento migrará más lejos en el gel?:",1. El fragmento de 500 pbs.,2. El fragmento de 1.000 pbs.,3. El fragmento de 2.000 pbs.,4. Los tres migrarán a la misma distancia.,,1
2024,bir,119. Una inversión paracéntrica:,1. Incluye el centrómero en la región invertida.,2. No incluye el centrómero en la región invertida.,3. Contiene dos regiones invertidas adyacentes.,4. Incluye el telómero en la región invertida.,,2
2024,bir,120. Una niña nacida con el Síndrome de Angelman tiene una deleción del gen AS (UBE3A). ¿De qué parental puede principalmente heredar la deleción?:,1. De la madre.,2. Del padre.,3. Puede haberla heredado de cualquiera de los dos.,4. De ninguno de los dos.,,1
2024,bir,121. La herencia de una de las siguientes enfermedades es autosómica    recesiva:,1. Síndrome de Rett.,2. Enfermedad de Tay-Sachs.,3. Retinoblastoma.,4. Corea de Huntington.,,2
2024,bir,122. ¿Qué enfermedad con herencia autosómica dominante es causada por una mutación o duplicación del gen PMP22?:,1. Distrofia muscular de Duchenne.,2. Enfermedad de Crohn.,3. Fibrosis quística.,4. Enfermedad de Charcot-Marie-Tooth tipo1A.,,4
2024,bir,123. ¿Cuál de los siguientes síndromes de tumor hereditario se asocia con mutaciones del gen PTEN?:,1. Poliposis adenomatosa familiar (PAF).,2. Mama/ovario familiar.,3. Li-Fraumeni.,4. Cowden.,,4
2024,bir,124. El mecanismo más frecuente que induce la activación del protooncogen BCL2 en el linfoma folicular es:,1. Mutación puntual.,2. Amplificación génica.,3. Inversión.,4. Translocación.,,4
2024,bir,"125. Un aumento de los niveles de 2,3 bisfosfoglicerato:",1. Disminuiría la afinidad de la hemoglobina por el O2.,2. Disminuiría la afinidad de la hemoglobina y de la mioglobina por el O2.,3. Disminuiría la liberación de O2 de la hemoglobina en los capilares de los tejidos.,4. Estabilizaría la estructura cuaternaria de la oxihemoglobina.,,1
2024,bir,126. En relación con el colágeno podemos afirmar que:,1. Tiene alto contenido en glicina lo que favorece su estructura secundaria mayoritaria de hélice-alfa.,2. Para la acción de la prolina hidrolasa se requiere vitamina C.,3. Se caracteriza por carecer del aminoácido prolina en su composición.,4. Hay formación de enlaces cruzados entre lisinas de moléculas de tropocolágeno cercanas.,,4
2024,bir,"127. Se aísla un enzima de cuatro bacterias diferentes, los cuatro catalizan la misma reacción, pero muestran diferentes valores de Km, ¿cuál tendrá mayor afinidad para el sustrato?:","1. El que tiene una Km de 0,15 mM.",2. El que tiene una Km de 150 mM.,3. El que tiene una Km de 15000 pM.,"4. El que tiene una Km de 1,5 nM.",,4
2024,bir,128. La transformación de piruvato en lactato:,1. Reduce el piruvato  con un aporte de electrones procedente del NADH.,2. Promueve el consumo de glucosa en situación de aerobiosis.,3. Es esencial para la reoxidación del coenzima NADPH.,4. Oxida el piruvato a lactato en situación de anaerobiosis.,,1
2024,bir,129. ¿Cuál es la función de la movilización del glucógeno hepático?:,1. Proporcionar la gran energía requerida por el tejido hepático en situación de ayuno.,2. Exportar la glucosa a otros tejidos cuando disminuyen los niveles sanguíneos.,3. Exportar la glucosa a otros tejidos cuando se produce un aumento en los niveles de insulina sanguíneos.,4. Utilización de la glucosa 6 -P en diferentes rutas metabólicas.,,2
2024,bir,130. La lipoproteínalipasa o LPL:,1. Participa en l a degradación de los triglicéridos almacenados intracelularmente para proporcionar ácidos grasos como combustible energético.,"2. Se expresa mayoritariamente en el hígado, donde constituye la principal vía de captación de ácidos grasos.",3. Hidroliza los trigliceroles de las lipoproteínas que contengan apoC-II.,"4. Cataliza la entrada, por endocitosis, de los quilomicrones y VLDL en el tejido adiposo.",,3
2024,bir,"131. La molécula de carnitina es necesaria para el organismo, ya que:",1. Es necesaria para la transferencia de ácidos grasos de cadena larga hacia el interior de la mitocondria.,2. Interviene en la síntesis de ácidos grasos.,3. Es necesaria para la β -oxidación al ser un cofactor de la acil -CoA deshidrogenasa.,"4. Interviene en la salida de acetil-CoA de la mitocondria, siendo por ello imprescindible para la síntesis de ácidos grasos.",,1
2024,bir,132. Los cuerpos cetónicos se sintetizan:,1. En el tejido hepático y el tejido adiposo cuando se acumula acetil -CoA y se exportan en forma de β-hidroxibutirato.,2. En el tejido hepático y el tejido adiposo cuando se acumula acetil -CoA y se exportan en forma de acetoacetil-CoA.,3. En el tejido hepático en situación de ayuno prolongado a partir del acetil-CoA.,4. En el tejido hepático y constituyen el principal combustible metabólico de los eritrocitos en situación de ayuno prolongado.,,3
2024,bir,133. ¿Cuál es la vitamina cuya deficiencia causa el escorbuto?:,1. Vitamina A.,2. Vitamina C.,3. Vitamina D.,4. Vitamina E.,,2
2024,bir,134. ¿Qué enfermedad se produce por una acumulación de esfingomielina en el cerebro como consecuencia de un defecto genético en la enzima esfingomielinasa?:,1. La enfermedad de Niemann-Pick.,2. La enfermedad de Fabry.,3. La enfermedad Tay-Sachs.,4. La enfermedad de Sandhoff.,,1
2024,bir,135. ¿Cuál es la enzima que cataliza la transformación de glutatión oxidado en glutatión reducido?:,1. Catalasa.,2. Glutatión peroxidasa.,3. Glutatión reductasa.,4. Superóxido dismutasa.,,3
2024,bir,136. ¿Qué aminoácido transporta amoniaco desde los músculos esqueléticos al hígado?:,1. Glicina.,2. Leucina.,3. Alanina.,4. Glutamato.,,3
2024,bir,137. 1. ¿Qué marcadores bioquímicos de inflamación/infección son recomendados para el diagnóstico de sepsis?:,1. Proteína C reactiva (PCR) y haptoglobina.,2. Procalcitonina (PCT) y calprotectina.,3. Procalcitonina (PCT) y proteína C reactiva (PCR).,4. Haptoglobina y calprotectina.,,3
2024,bir,138. Señale la respuesta CORRECTA. El amonio y el perfil de aminoácidos en plasma son marcadores biológicos empleados en la práctica clínica para el diagnóstico bioquímico de una de las siguientes enfermedades metabólicas:,1. Mucopolisacaridosis tipo I.,2. Deficiencia de ornitina transcarbamilasa (OTC).,3. Glucogenosis tipo V.,4. Gangliosidosis GM2.,,2
2024,bir,139. Respecto a la enfermedad de la orina con olor a jarabe de arce señale la repuesta CORRECTA:,"1. Es una enfermedad metabólica hereditaria que se produce por un defecto en el catabolismo de cistina, prolina y leucina.","2. Es una enfermedad metabólica hereditaria que se produce por un defecto en el catabolismo de los aminoácidos ramificados (leucina, isoleucina y valina).",3. Es una enfermedad metabólica hereditaria que se produce por un defecto en el catabolismo de lisina y triptófano.,"4. Es una enfermedad metabólica hereditaria que se produce por un defecto en el catabolismo de lisina, triptófano y valina.",,2
2024,bir,"140. La hemólisis, la ictericia y la lipemia son las interferencias analíticas endógenas más frecuentes en la práctica clínica. Una de las siguientes afirmaciones al respecto es CIERTA:",1. Los únicos dos mecanismos de interferencia debidos a la hemólisis son la interferencia espectrofotométrica y la interferencia química.,"2. En muestras hemolizadas , parámetros analíticos como la aspartato aminotransferasa (AST), la lactato deshidrogenasa (LDH) y el potasio están disminuidos.","3. La ictericia es una interferencia analítica condicionada por un estado patológico del propio paciente y, por tanto, es inevitable.",4. La ultracentrifuga ción (100.000 x g –2.000.000 x g) es una metodo logía ineficaz para separar las diversas lipoproteínas contenidas en la muestra y eliminar la interferencia por lipemia.,,3
2024,bir,"141. De las siguientes lipoproteínas, ¿Cuáles son las que contienen una mayor proporción de triglicéridos en su composición química?:",1. Quilomicrones y VLDL.,2. VLDL y LDL.,3. Quilomicrones y HDL.,4. Quilomicrones y LDL.,,1
2024,bir,142. El proteinograma plasmático de un paciente con cirrosis hepática se caracteriza por:,1. Aumento de albúmina y disminución de la fracción gamma.,2. Disminución de albúmina y de la fracción gamma.,3. Disminución de albúmina y aumento de la fracción gamma.,4. Aumento de albúmina y de la fracción gamma.,,3
2024,bir,"143. El paciente con hipotiroidismo primario compensado o subclínico, sin tratamiento sustitutivo, presenta en sangre:",1. Tirotropina (TSH) y tiroxina (T4) aumentadas.,2. TSH dentro de los valores de referencia y T4 ligeramente disminuida.,3. TSH y T4 ligeramente disminuidas.,4. TSH aumentada y T4 dentro de los valores de referencia.,,4
2024,bir,144. Los cristales con forma hexagonal observados al microscopio óptico en una muestra de orina reciente son de:,1. Leucina.,2. Tirosina.,3. Cistina.,4. Colesterol.,,3
2024,bir,145. La prueba bioquímica con una mayor precisión para el diagnóstico de ascitis secundaria a hipertensión portal es:,1. El gradiente de la concentración de albúmina en suero-líquido ascítico.,2. La cuantificación de proteínas totales en líquido ascítico.,3. El cociente de la concentración de lactato deshidrogenasa en líquido ascítico/suero.,4. La cuantificación de lactato deshidrogenasa en líquido ascítico.,,1
2024,bir,"146. En la práctica clínica habitual en hematología, el anticoagulante de elección que mejor conserva la morfología celular para realizar los hemogramas es:",1. El fluoruro.,2. El ácido etilenodiaminatetraacético (EDTA).,3. El citrato.,4. La heparina.,,2
2024,bir,147. La hormona luteinizante (LH) estimula la secreción de testosterona en:,1. La teca.,2. La médula adrenal.,3. Las células de Leydig.,4. Las células de Sertoli.,,3
2024,bir,"148. En la enfermedad de Cushing, el aumento de la secreción de cortisol por la corteza suprarrenal es secundario al aumento de la secreción de:",1. El propio cortisol por un mecanismo de retroalimentación positiva.,2. Hormona luteinizante (LH).,3. Hormona adrenocorticotrópica (ACTH).,4. Hormona antidiurética (ADH).,,3
2024,bir,149. Cursa con depósitos excesivos de cobre en los tejidos:,1. La enfermedad de Wilson.,2. Enfermedad de Von Gierke o glucogenosis tipo I.,3. Enfermedad de Mcardle o glucogenosis tipo V.,4. Glucogenosis tipo III.,,1
2024,bir,150. El marcador más precoz en el infarto agudo de miocardio es:,1. La troponina I.,2. La troponina T.,3. La mioglobina.,4. La isoenzima MB de la creatin -cinasa (CK-MB).,,3
2024,bir,151. Respecto a la duplicación del ADN:,1. Todas las copias de ADN parten de una sola cadena molde.,2. Es una duplicación semiconservativa.,"3. La cadena orientada que deja libre una posición 3´para la polimerasa es la proveniente de la madre, y es la cadena molde preferente, solo si hay alguna interrupción en la lectura el organismo reproduce la cadena complementaria.",4. En la mitosis de una célula eucariota las mitocondrias son las primeras en duplicarse.,,2
2024,bir,152. El ADN fetal que circula en el plasma de la gestante:,1. Representa todo el ADN plasmático que se extrae de la sangre materna.,"2. Es útil únicamente para trastornos que afecten al cromosoma Y, para evitar confundirlo con el ADN materno.",3. Solo circula ADN fetal en la gestante cuando existe sufrimiento fetal o placentario.,4. Es un porcentaje pequeño respecto al ADN que circula en el plasma materno y se necesitan técnicas de amplificación y diferenciación del ADN fetal respecto al materno para que tenga utilidad diagnóstica.,,4
2024,bir,153. ¿Cuál es la respuesta CORRECTA en relación con la acción reguladora de los microRNAs en las células eucariotas?:,1. Se acoplan a regiones del ARN ribosómico inactivando la traducción cuando está sobrepasada la célula.,2. Actúan directamente sobre la región promotora del ADN acoplándose a dicha región e inactivándola.,3. Se sintetizan por células cancerígenas para bloquear los desmosomas en las células vecinas.,4. Regulan la expresión génica por medio de apareamiento de bases con secuencias complementarias en los RNA mensajeros diana.,,4
2024,bir,154. ¿Cuál de las siguientes afirmaciones sobre los cebadores o primers usados en la reacción de PCR es FALSA?:,1. Los cebadores deben tener una longitud de entre 15 y 30 nucleótidos.,"2. No deben tener secuencias internas autocomplementarias, porque daría lugar a formación de estructuras secundarias (""rizos"", ""bucles"").",3. No deben ser complementarios entre ellos.,"4. Deben tener, al menos, 16 parejas timina/adenina (TA).",,4
2024,bir,"155. En la técnica de PCR, seleccione la opción INCORRECTA con respecto a la ""temperatura de melting"":","1. Es también denominada ""temperatura de fusión"" o ""de desnaturalización"".",2. Es característica de la longitud y de la secuencia de nucleótidos de la cadena de ADN que estemos analizando.,3. Es aquella temperatura a la que se encuentran desnaturalizadas 2/3 de las moléculas de ADN.,"4. Es complementaria a la ""temperatura de annealing"", o de alineamiento.",,3
2024,bir,156. ¿Qué es una aneuploidía?:,1. Se usa este término para definir la carga correcta de cromosomas en una especie.,"2. La aparición de uno o más cromosomas adicionales o faltantes que conducen a un complemento cromosómico desequilibrado, o cualquier número de cromosomas que no sea un múltiplo exacto del número haploide.",3. Es un sinónimo de triploidía.,4. Es muy frecuente en humanos (50% de los embarazos a término).,,2
2024,bir,157. La hemocromatosis por mutaciones en el gen HFE es un tipo de enfermedad:,1. Autosómica dominante.,2. Autosómica recesiva.,3. Ligada al cromosoma X.,4. La hemocromatosis no es hereditaria,,2
2024,bir,158. Una fórmula cromosómica 47XXY indica la presencia de un sujeto:,1. De sexo masculino con síndrome de Klinefelter.,2. De sexo femenino con síndrome de Turner.,3. De sexo masculino con síndrome de Swyer.,4. Es la fórmula cromosómica normal en varones.,,1
2024,bir,"159. En la replicación del ADN desde un origen de replicación, la ADN-polimerasa necesita:",1. Un cebador en la hebra continua y un cebador en la hebra discontinua.,2. Un cebador en la hebra continua y un cebador para cada fragmento de Okazaki en la hebra discontinua.,3. La ADN-polimerasa NO necesita cebadores.,4. Varios cebadores en la hebra continua y varios cebadores en la hebra discontinua.,,2
